Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7g8U2TPh6JPFJK5LgqsNeE,"What I've Done","Transformers - The Album","Linkin Park",2007-06-27,205613,50,false,adriankito200,2023-12-20T03:29:12Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.623,0.93,5,-5.285,1,0.0324,0.0141,0.00000164,0.138,0.287,120.117,4
spotify:track:20j7B6mL9gnNvG3ic6Vwh5,"Hate To Say I Told You So","Veni Vidi Vicious","The Hives",2000-09-12,200693,68,false,adriankito200,2023-12-28T04:59:35Z,"garage rock","Burning Heart Records/Epitaph",0.459,0.931,5,-5.024,1,0.0612,0.00126,0.00881,0.412,0.419,135.826,4
spotify:track:2MLHyLy5z5l5YRp7momlgw,"Island In The Sun","Weezer","Weezer",2001-05-15,200306,83,false,adriankito200,2024-01-09T19:19:18Z,"alternative rock","Geffen",0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.622,4
spotify:track:3O75aOj9QWcZpg58RjN3Uq,"Déjame Llegar","Sólo éxitos...(dicen)","Malacates Trebol Shop",2005-09-14,212600,53,false,adriankito200,2024-01-27T22:18:49Z,"rock en español","Snafu Records",0.501,0.495,7,-13.891,1,0.0299,0.361,0.0000264,0.0752,0.775,175.924,4
spotify:track:07qJ3q0PCBU1uVI6sL4JWX,"Middle of Nowhere","Elevator","Hot Hot Heat",2005-03-30,241333,48,false,adriankito200,2024-02-01T22:17:38Z,"","Reprise",0.568,0.971,7,-3.478,1,0.0543,0.0518,0.0000424,0.265,0.778,139.27,4
spotify:track:2NsMwNWumJXCdTg2IZCLZ5,"Lento","Si","Julieta Venegas",2003-11-18,239226,74,false,adriankito200,2024-02-05T22:10:53Z,"latin pop,latin rock","Ariola",0.762,0.745,5,-7.426,1,0.0442,0.202,0.0000305,0.042,0.804,143.965,4
spotify:track:100Tm6z29RfHTdUQ6NIs0s,"Me Voy","Limon Y Sal","Julieta Venegas",2006-05-25,187520,79,false,adriankito200,2024-02-06T00:43:59Z,"latin pop,latin rock","Ariola",0.575,0.679,2,-3.845,1,0.0278,0.0664,0,0.0956,0.601,107.878,3
spotify:track:7dITAq1YP5e0kTcaDq4YWI,"Limón y Sal","Limon Y Sal","Julieta Venegas",2006-05-25,205413,77,false,adriankito200,2024-02-06T00:44:06Z,"latin pop,latin rock","Ariola",0.634,0.649,11,-6.056,1,0.0255,0.138,0,0.288,0.491,111.03,4
spotify:track:4T6HLdP6OcAtqC6tGnQelG,"Everything","Call Me Irresponsible","Michael Bublé",2007-04-27,212373,74,false,adriankito200,2024-02-13T00:20:33Z,"christmas","143/Reprise",0.686,0.688,6,-4.981,0,0.0254,0.39,0.00000103,0.0924,0.493,123.125,4
spotify:track:3b1IQflSLrgzYQPGFzI9cl,"Es Por Ti","Un Día Normal","Juanes",2002-01-01,250693,80,false,adriankito200,2024-02-15T23:05:33Z,"latin pop,colombian pop,rock en español","Int'l Latin America",0.696,0.758,4,-6.077,1,0.0263,0.172,0.0000309,0.189,0.858,129.944,4
spotify:track:1AMADyXgIWayh5vXLZo2qF,"Covet","Colourmeinkindness","Basement",2012-10-23,227340,75,false,adriankito200,2024-02-20T17:30:34Z,"midwest emo,shoegaze,pop punk","Run For Cover Records",0.428,0.799,4,-6.265,1,0.0468,0.00139,0.0742,0.0788,0.228,139.052,4
spotify:track:1aklRy3btsbucImSXvR2SY,"Stereo Love - Original","Stereo Love","Edward Maya,Vika Jigulina",2009,248666,69,false,adriankito200,2024-02-23T16:24:23Z,"","Ultra Records, LLC",0.781,0.787,9,-5.358,1,0.0383,0.0392,0.0127,0.0745,0.341,127.038,4
spotify:track:6I9VzXrHxO9rA9A5euc8Ak,"Toxic","In The Zone","Britney Spears",2003-11-13,198800,87,false,adriankito200,2024-04-03T10:39:16Z,"pop","Jive",0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,4
spotify:track:04zfFfRMXegKi4mMkGMeze,"Yes","Viva La Vida or Death and All His Friends","Coldplay",2008-06-06,426653,45,false,adriankito200,2024-04-06T17:11:11Z,"","Parlophone UK",0.162,0.807,6,-6.277,1,0.0538,0.00884,0.358,0.187,0.227,161.577,4
spotify:track:0InW8BolYQOtEilob4C6LO,"Little Wonders","Meet the Robinsons (Original Motion Picture Soundtrack)","Rob Thomas",2007-03-27,225133,55,false,adriankito200,2024-04-07T22:16:18Z,"","Walt Disney Records",0.242,0.592,9,-10.181,1,0.0387,0.0259,0,0.0792,0.317,167.567,4
spotify:track:1Ev18ptTlc3CBQMmKsIfjY,"Nada Fue Un Error","Coti","Coti,Andrés Calamaro",2003-02-21,207880,67,false,adriankito200,2024-05-20T11:58:36Z,"argentine rock,latin pop,rock en español,latin rock","Universal Music Spain S.L.",0.606,0.87,9,-5.261,1,0.0359,0.0893,0,0.139,0.83,138.527,4
spotify:track:0rVd7bTGtrQUW34xSLzozd,"Intergalactic","Solid Gold Hits","Beastie Boys",2005-11-07,210106,55,false,adriankito200,2024-07-06T05:42:28Z,"rap rock,old school hip hop,east coast hip hop,hip hop","Capitol Records",0.731,0.881,2,-6.504,1,0.281,0.0105,0.0000631,0.0628,0.361,105.971,4
spotify:track:4hfIVhq0F0zFUcrbecsYmo,"Let's Get It Started - Spike Mix","Elephunk","Black Eyed Peas",2003-06-24,217733,77,false,adriankito200,2024-07-10T21:53:50Z,"","A&M",0.783,0.794,11,-2.231,0,0.12,0.105,0,0.304,0.805,104.963,4
spotify:track:62clthR0fZmLbxeqxVJatQ,"Que Lloro","De Viaje","Sin Bandera",2003-10-01,240613,81,false,adriankito200,2025-04-22T00:03:19Z,"latin pop","Epic",0.593,0.415,9,-9.774,1,0.03,0.754,0.00000486,0.117,0.323,139.948,4
spotify:track:7F25roCtYi55JouckaayPC,"Judas","Born This Way (International Special Edition Version)","Lady Gaga",2011-05-23,249066,87,false,adriankito200,2025-04-22T03:10:35Z,"art pop,pop","Interscope",0.664,0.934,10,-3.848,0,0.0696,0.00108,0.0000273,0.271,0.529,130.983,4
spotify:track:1htQDV8JxSuXG2QsNj5ttr,"Last Friday Night (T.G.I.F.)","Teenage Dream","Katy Perry",2010-01-01,230733,82,false,adriankito200,2025-04-27T21:58:56Z,"pop","Capitol Records",0.652,0.81,3,-3.789,0,0.0406,0.00129,0.0000291,0.667,0.732,126.022,4
spotify:track:1GhbQDYGEOjyFwfT8lojcx,"California Gurls","Teenage Dream","Katy Perry,Snoop Dogg",2010-01-01,234653,75,false,adriankito200,2025-04-27T21:59:14Z,"pop,g-funk,west coast hip hop,gangster rap,hip hop,old school hip hop,rap","Capitol Records",0.789,0.753,0,-3.71,1,0.0537,0.0038,0,0.18,0.403,125.007,4
spotify:track:1HHeOs6zRdF8Ck58easiAY,"Alejandro","The Fame Monster (Deluxe Edition)","Lady Gaga",2009-11-05,274213,75,false,adriankito200,2025-05-26T04:30:35Z,"art pop,pop","Interscope",0.623,0.795,11,-6.63,0,0.046,0.000399,0.0014,0.375,0.358,98.995,4
spotify:track:0uNMe6UEqe9uGazPgUGnLD,"Paparazzi","The Fame Monster (Deluxe Edition)","Lady Gaga",2009-11-05,208306,62,true,adriankito200,2025-05-26T04:32:05Z,"art pop,pop","Interscope",0.762,0.692,5,-3.973,0,0.0437,0.112,0,0.094,0.397,114.903,4
spotify:track:7zACUQbWQxzT4aER7ityBV,"Poker Face","The Fame Monster (Deluxe Edition)","Lady Gaga",2009-11-05,237200,61,true,adriankito200,2025-05-26T04:32:22Z,"art pop,pop","Interscope",0.851,0.806,4,-4.618,1,0.0787,0.119,0.00000172,0.121,0.774,119.001,4
spotify:track:30XU4suKzCeoCK9YFzdufg,"Born This Way","Born This Way (International Special Edition Version)","Lady Gaga",2011-05-23,260252,79,false,adriankito200,2025-05-26T04:34:11Z,"art pop,pop","Interscope",0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.331,0.493,123.907,4
spotify:track:1sRByD63uI8ZJAOSPDczXF,"Americano","Born This Way (International Special Edition Version)","Lady Gaga",2011-05-23,246533,67,false,adriankito200,2025-05-26T04:43:29Z,"art pop,pop","Interscope",0.608,0.848,1,-5.086,1,0.0326,0.000622,0.00000384,0.429,0.337,128.005,4
spotify:track:6yIjtVtnOBeC8SwdVHzAuF,"Heard 'Em Say","Late Registration","Kanye West,Adam Levine",2005-08-30,203733,68,true,adriankito200,2025-05-26T04:54:09Z,"rap","Roc-A-Fella",0.744,0.696,7,-8.313,0,0.162,0.0535,0.0454,0.128,0.563,95.07,4
spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,"Complicated","Let Go","Avril Lavigne",2002-06-04,244506,85,false,adriankito200,2025-05-26T04:56:33Z,"","Arista",0.585,0.776,5,-5.898,1,0.0459,0.0572,0.00000774,0.3,0.427,77.987,4
spotify:track:0qksx8mV28lztYIZ1om8ml,"Shiver","Parachutes","Coldplay",2000-07-10,304200,69,false,adriankito200,2025-05-26T04:58:12Z,"","Parlophone UK",0.396,0.803,4,-6.186,1,0.0487,0.0334,0,0.0688,0.286,116.705,3
spotify:track:2mLgOcRkEgq89j8WstUpui,"Spies","Parachutes","Coldplay",2000-07-10,318773,60,false,adriankito200,2025-05-26T04:58:12Z,"","Parlophone UK",0.309,0.673,1,-5.524,0,0.0319,0.0236,0.000144,0.0635,0.0732,147.599,4
spotify:track:3AJwUDP919kvQ9QcozQPxg,"Yellow","Parachutes","Coldplay",2000-07-10,266773,93,false,adriankito200,2025-05-26T04:58:12Z,"","Parlophone UK",0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4
spotify:track:4qzoHxgp42ylb18ga1SWTL,"Parachutes","Parachutes","Coldplay",2000-07-10,46200,59,false,adriankito200,2025-05-26T04:58:12Z,"","Parlophone UK",0.555,0.0845,4,-18.348,1,0.0518,0.871,0.00000227,0.138,0.375,137.001,4
spotify:track:2DHgvPQD1jApRnT1DBZdrS,"High Speed","Parachutes","Coldplay",2000-07-10,256466,63,false,adriankito200,2025-05-26T04:58:12Z,"","Parlophone UK",0.495,0.525,7,-9.342,0,0.0301,0.396,0.00736,0.0961,0.249,154.466,4
spotify:track:5TB6QgrF0RPIxSCGfRDLoe,"We Never Change","Parachutes","Coldplay",2000-07-10,249400,63,false,adriankito200,2025-05-26T04:58:12Z,"","Parlophone UK",0.433,0.288,6,-10.801,0,0.0296,0.535,0.000169,0.105,0.131,136.939,3
spotify:track:1RNtm45kw0hPMBz7gKiIYu,"Everything's Not Lost - Includes Hidden Track 'Life Is For Living'","Parachutes","Coldplay",2000-07-10,436440,58,false,adriankito200,2025-05-26T04:58:12Z,"","Parlophone UK",0.374,0.456,6,-7.35,0,0.0368,0.104,0.000176,0.197,0.0763,135.643,4
